payment_id,customer_id,payment_amount,failure_reason,payment_method,customer_tenure_months,past_successful_payments,past_failed_payments,historical_success_rate,time_since_last_success_days,is_subscription,days_overdue,recovery_attempts_so_far,recovered
pay_001437,cust_43401,389.91,invalid_card,debit_card,16,12,0,1.0,30,0,28,2,0
pay_001438,cust_43093,2494.77,insufficient_funds,credit_card,23,15,0,1.0,14,0,11,1,0
pay_001439,cust_53668,816.95,technical_error,credit_card,44,31,2,0.94,3,0,10,3,1
pay_001440,cust_69802,1042.61,insufficient_funds,debit_card,4,7,2,0.78,11,1,21,3,0
pay_001441,cust_66842,970.19,technical_error,debit_card,29,5,1,0.83,24,1,12,2,1
pay_001442,cust_14830,1616.6,insufficient_funds,credit_card,37,5,3,0.62,80,0,7,3,0
pay_001443,cust_24121,599.22,invalid_card,debit_card,24,9,0,1.0,6,0,16,1,0
pay_001444,cust_97341,136.7,insufficient_funds,debit_card,8,13,2,0.87,30,1,9,3,0
pay_001445,cust_80942,745.68,insufficient_funds,credit_card,44,18,1,0.95,2,1,19,3,0
pay_001446,cust_84370,260.67,technical_error,debit_card,5,12,2,0.86,3,0,16,1,1
pay_001447,cust_43458,294.71,insufficient_funds,bank_transfer,43,9,4,0.69,117,1,10,0,0
pay_001448,cust_96957,898.72,invalid_card,debit_card,29,3,0,1.0,12,1,23,3,0
pay_001449,cust_53070,1724.84,limit_exceeded,upi,51,8,2,0.8,20,1,6,3,0
pay_001450,cust_75109,510.75,insufficient_funds,credit_card,10,9,2,0.82,15,1,16,1,1
pay_001451,cust_69956,680.92,technical_error,upi,56,16,3,0.84,24,1,14,2,1
pay_001452,cust_52506,2743.04,insufficient_funds,debit_card,50,14,0,1.0,33,1,3,3,1
pay_001453,cust_47100,636.1,insufficient_funds,debit_card,44,18,1,0.95,4,1,18,3,1
pay_001454,cust_97533,6743.21,insufficient_funds,upi,9,1,1,0.5,135,1,11,3,0
pay_001455,cust_96540,880.17,limit_exceeded,credit_card,22,18,2,0.9,19,0,5,1,0
pay_001456,cust_10548,85.96,insufficient_funds,credit_card,10,9,1,0.9,71,1,28,0,0
pay_001457,cust_52542,1062.04,technical_error,credit_card,20,13,1,0.93,5,1,13,0,0
pay_001458,cust_11281,731.99,limit_exceeded,upi,20,14,3,0.82,5,0,25,2,0
pay_001459,cust_46879,1815.94,insufficient_funds,upi,51,9,1,0.9,22,1,12,0,0
pay_001460,cust_57682,980.23,invalid_card,debit_card,27,10,1,0.91,39,0,19,0,0
pay_001461,cust_64071,435.35,technical_error,credit_card,53,9,0,1.0,8,1,19,1,1
pay_001462,cust_49074,146.98,insufficient_funds,debit_card,38,12,2,0.86,56,1,23,2,1
pay_001463,cust_11080,405.69,insufficient_funds,credit_card,10,8,0,1.0,9,1,10,0,0
pay_001464,cust_48382,213.6,insufficient_funds,credit_card,19,15,4,0.79,3,1,16,0,0
pay_001465,cust_28834,279.8,technical_error,credit_card,41,14,2,0.88,1,1,15,2,1
pay_001466,cust_14203,900.71,technical_error,debit_card,30,9,0,1.0,44,0,14,1,1
pay_001467,cust_55104,2655.83,insufficient_funds,debit_card,16,4,3,0.57,25,1,25,3,0
pay_001468,cust_78982,741.95,insufficient_funds,credit_card,40,33,2,0.94,4,0,26,1,0
pay_001469,cust_69180,151.22,limit_exceeded,debit_card,12,14,1,0.93,5,1,28,2,0
pay_001470,cust_87488,779.94,insufficient_funds,bank_transfer,54,25,3,0.89,2,0,24,1,0
pay_001471,cust_65815,1654.48,technical_error,credit_card,5,15,2,0.88,194,1,14,0,1
pay_001472,cust_48424,271.73,insufficient_funds,debit_card,43,5,1,0.83,1,1,9,1,1
pay_001473,cust_43148,437.29,technical_error,debit_card,51,8,1,0.89,116,0,6,3,1
pay_001474,cust_30634,507.4,limit_exceeded,bank_transfer,3,10,1,0.91,19,0,18,1,0
pay_001475,cust_32227,228.08,insufficient_funds,debit_card,24,6,1,0.86,18,0,5,1,0
pay_001476,cust_42882,956.12,insufficient_funds,debit_card,54,9,1,0.9,140,1,29,2,1
pay_001477,cust_84350,443.04,insufficient_funds,upi,26,8,1,0.89,36,1,25,1,0
pay_001478,cust_16424,760.63,insufficient_funds,credit_card,31,16,1,0.94,5,1,2,1,1
pay_001479,cust_28166,205.84,insufficient_funds,debit_card,47,17,1,0.94,36,0,7,1,1
pay_001480,cust_91427,322.84,invalid_card,debit_card,59,10,3,0.77,42,1,20,3,0
pay_001481,cust_98832,1029.67,insufficient_funds,debit_card,54,16,2,0.89,21,0,22,1,1
pay_001482,cust_30969,344.39,insufficient_funds,credit_card,52,4,3,0.57,3,0,15,2,0
pay_001483,cust_19922,2811.78,technical_error,credit_card,3,11,3,0.79,43,0,11,3,0
pay_001484,cust_93747,335.28,invalid_card,credit_card,54,24,0,1.0,43,1,25,3,0
pay_001485,cust_28648,625.96,insufficient_funds,upi,1,15,1,0.94,32,0,14,0,0
pay_001486,cust_86512,1270.54,invalid_card,bank_transfer,11,10,1,0.91,25,0,10,1,0
pay_001487,cust_54044,121.05,technical_error,credit_card,45,7,1,0.88,28,1,5,2,1
pay_001488,cust_99203,85.95,invalid_card,credit_card,5,15,1,0.94,66,1,2,3,0
pay_001489,cust_55641,108.74,insufficient_funds,bank_transfer,7,15,1,0.94,22,1,8,1,0
pay_001490,cust_77434,1767.27,insufficient_funds,debit_card,33,3,0,1.0,46,0,3,0,0
pay_001491,cust_34354,287.94,technical_error,upi,13,20,2,0.91,29,1,4,0,1
pay_001492,cust_18472,6456.27,technical_error,credit_card,42,17,0,1.0,71,1,18,0,1
pay_001493,cust_42471,284.39,invalid_card,upi,31,8,0,1.0,46,1,5,2,0
pay_001494,cust_54800,601.34,insufficient_funds,upi,52,5,2,0.71,9,0,5,3,0
pay_001495,cust_80293,2337.22,invalid_card,credit_card,50,8,1,0.89,22,0,6,0,0
pay_001496,cust_74978,3717.11,technical_error,credit_card,13,19,2,0.9,4,1,8,3,1
pay_001497,cust_46080,3928.89,insufficient_funds,credit_card,1,8,1,0.89,1,1,19,1,0
pay_001498,cust_19116,1674.01,insufficient_funds,credit_card,49,12,3,0.8,2,0,6,2,1
pay_001499,cust_97575,1392.24,invalid_card,bank_transfer,44,8,2,0.8,54,1,15,1,0
pay_001500,cust_91639,904.28,technical_error,credit_card,55,7,2,0.78,16,0,16,1,0
pay_001501,cust_38241,1088.95,insufficient_funds,upi,38,15,1,0.94,23,1,29,2,1
pay_001502,cust_17062,288.13,invalid_card,upi,39,17,1,0.94,10,1,6,2,0
pay_001503,cust_63710,220.61,invalid_card,credit_card,33,12,2,0.86,9,1,11,2,0
pay_001504,cust_26997,498.32,invalid_card,debit_card,42,7,5,0.58,22,1,29,0,0
pay_001505,cust_16061,421.75,invalid_card,credit_card,35,16,0,1.0,36,1,13,2,0
pay_001506,cust_96401,317.79,invalid_card,credit_card,39,17,1,0.94,2,0,5,2,0
pay_001507,cust_83001,1003.25,insufficient_funds,bank_transfer,42,12,0,1.0,16,1,25,0,0
pay_001508,cust_92560,1299.73,insufficient_funds,credit_card,42,27,1,0.96,6,1,14,0,1
pay_001509,cust_67137,546.22,invalid_card,credit_card,9,18,1,0.95,2,0,26,1,0
pay_001510,cust_55310,2191.05,insufficient_funds,upi,6,7,0,1.0,66,0,15,1,0
pay_001511,cust_41693,159.64,invalid_card,debit_card,56,35,0,1.0,146,0,15,0,0
pay_001512,cust_51909,411.97,invalid_card,debit_card,41,8,0,1.0,53,1,11,2,0
pay_001513,cust_37793,244.15,insufficient_funds,upi,55,18,1,0.95,25,1,2,2,1
pay_001514,cust_58116,77.33,invalid_card,credit_card,9,21,1,0.95,59,1,2,1,0
pay_001515,cust_16552,460.32,invalid_card,upi,27,5,0,1.0,61,1,6,1,1
pay_001516,cust_70651,442.69,insufficient_funds,upi,42,6,1,0.86,15,0,12,1,1
pay_001517,cust_97219,2271.19,insufficient_funds,credit_card,29,8,1,0.89,35,1,9,0,1
pay_001518,cust_70398,939.57,limit_exceeded,debit_card,4,4,2,0.67,15,0,19,2,0
pay_001519,cust_93098,179.54,insufficient_funds,credit_card,25,14,3,0.82,9,1,7,1,1
pay_001520,cust_63492,3192.95,invalid_card,credit_card,16,23,0,1.0,27,0,21,1,0
pay_001521,cust_46166,1695.35,insufficient_funds,debit_card,57,4,0,1.0,45,1,23,0,0
pay_001522,cust_39256,894.89,insufficient_funds,debit_card,34,8,1,0.89,4,0,5,1,1
pay_001523,cust_20092,398.67,insufficient_funds,bank_transfer,11,13,2,0.87,6,1,22,1,1
pay_001524,cust_24169,191.55,technical_error,debit_card,9,21,0,1.0,36,1,24,0,1
pay_001525,cust_98847,344.61,insufficient_funds,upi,35,16,2,0.89,75,0,28,1,0
pay_001526,cust_81006,1485.28,insufficient_funds,credit_card,27,24,1,0.96,7,1,3,0,1
pay_001527,cust_48290,3291.82,technical_error,credit_card,39,10,0,1.0,31,1,1,0,1
pay_001528,cust_83910,2339.87,insufficient_funds,bank_transfer,45,12,0,1.0,9,0,25,0,1
pay_001529,cust_80613,306.67,insufficient_funds,upi,59,4,1,0.8,14,1,11,3,1
pay_001530,cust_10177,163.2,insufficient_funds,credit_card,45,15,3,0.83,11,1,5,2,1
pay_001531,cust_32115,575.65,insufficient_funds,debit_card,51,5,2,0.71,52,1,15,2,1
pay_001532,cust_91350,85.3,invalid_card,credit_card,28,10,0,1.0,79,1,5,0,0
pay_001533,cust_66731,690.75,insufficient_funds,debit_card,43,12,2,0.86,26,1,20,2,0
pay_001534,cust_84596,431.39,insufficient_funds,upi,5,15,3,0.83,2,0,12,1,0
pay_001535,cust_43014,313.74,technical_error,upi,16,10,0,1.0,1,1,14,3,0
pay_001536,cust_19507,101.48,technical_error,credit_card,28,22,3,0.88,12,0,14,3,1
pay_001537,cust_43498,835.65,technical_error,credit_card,2,13,1,0.93,1,1,7,2,1
pay_001538,cust_53337,293.51,technical_error,credit_card,42,11,1,0.92,30,0,18,2,1
pay_001539,cust_70000,155.2,invalid_card,upi,10,11,1,0.92,7,0,3,1,0
pay_001540,cust_70384,28.29,invalid_card,debit_card,19,28,4,0.88,46,0,2,1,0
pay_001541,cust_16642,486.43,invalid_card,bank_transfer,58,19,0,1.0,17,0,9,1,0
pay_001542,cust_27730,2942.04,technical_error,upi,20,17,3,0.85,67,1,13,2,1
pay_001543,cust_15254,2632.97,invalid_card,credit_card,58,7,0,1.0,11,1,7,3,1
pay_001544,cust_50958,316.56,insufficient_funds,upi,38,6,1,0.86,4,1,2,2,0
pay_001545,cust_67846,273.8,technical_error,debit_card,59,11,2,0.85,15,1,22,0,1
pay_001546,cust_10797,799.02,technical_error,credit_card,54,19,0,1.0,10,1,20,2,1
pay_001547,cust_94441,184.24,technical_error,credit_card,48,14,2,0.88,6,1,16,2,1
pay_001548,cust_84883,676.14,insufficient_funds,bank_transfer,45,17,5,0.77,31,1,5,2,0
pay_001549,cust_90124,1075.66,insufficient_funds,debit_card,51,3,0,1.0,3,1,20,0,1
pay_001550,cust_58991,1705.38,insufficient_funds,upi,35,13,1,0.93,20,0,3,2,0
pay_001551,cust_62639,452.35,invalid_card,debit_card,41,7,2,0.78,22,1,1,2,0
pay_001552,cust_54558,407.86,insufficient_funds,credit_card,10,37,1,0.97,1,1,27,2,0
pay_001553,cust_85951,207.81,insufficient_funds,upi,48,17,2,0.89,15,1,10,2,1
pay_001554,cust_38873,218.71,insufficient_funds,upi,50,10,3,0.77,55,1,10,1,1
pay_001555,cust_41889,398.67,insufficient_funds,credit_card,36,7,4,0.64,3,0,18,3,0
pay_001556,cust_31943,721.96,technical_error,credit_card,53,12,1,0.92,15,1,29,0,1
pay_001557,cust_54922,1246.62,technical_error,debit_card,56,24,3,0.89,10,0,28,0,1
pay_001558,cust_86467,223.95,insufficient_funds,credit_card,56,13,0,1.0,5,1,8,1,1
pay_001559,cust_57430,2224.52,invalid_card,upi,54,14,0,1.0,34,0,9,1,1
pay_001560,cust_79892,381.26,insufficient_funds,credit_card,16,9,1,0.9,4,1,16,3,0
pay_001561,cust_59493,489.43,insufficient_funds,upi,50,7,1,0.88,1,0,25,1,0
pay_001562,cust_33113,236.84,technical_error,debit_card,26,19,2,0.9,31,1,27,2,1
pay_001563,cust_68773,44.27,technical_error,credit_card,31,9,4,0.69,33,1,18,1,1
pay_001564,cust_60002,1210.34,technical_error,credit_card,42,14,4,0.78,15,0,2,2,0
pay_001565,cust_77241,1044.67,insufficient_funds,credit_card,1,18,2,0.9,22,1,29,0,1
pay_001566,cust_98598,377.39,technical_error,credit_card,23,8,2,0.8,114,1,23,0,1
pay_001567,cust_75429,534.64,insufficient_funds,upi,42,6,0,1.0,90,1,10,2,1
pay_001568,cust_86896,837.61,insufficient_funds,credit_card,49,20,1,0.95,50,1,2,3,0
pay_001569,cust_37380,104.8,insufficient_funds,debit_card,27,16,1,0.94,52,1,22,2,0
pay_001570,cust_97830,294.58,technical_error,debit_card,19,11,4,0.73,4,1,27,3,1
pay_001571,cust_94168,1106.41,insufficient_funds,credit_card,16,5,0,1.0,58,1,28,0,0
pay_001572,cust_16528,142.64,insufficient_funds,debit_card,57,13,0,1.0,37,0,26,3,0
pay_001573,cust_28673,670.6,invalid_card,upi,38,16,1,0.94,6,1,8,1,0
pay_001574,cust_85160,128.77,insufficient_funds,credit_card,8,13,1,0.93,3,1,18,0,0
pay_001575,cust_43232,797.15,insufficient_funds,debit_card,16,9,3,0.75,15,0,23,2,0
pay_001576,cust_25882,482.49,insufficient_funds,credit_card,12,17,3,0.85,11,1,23,1,0
pay_001577,cust_90867,99.43,insufficient_funds,credit_card,9,3,1,0.75,38,0,22,3,0
pay_001578,cust_14845,1602.54,invalid_card,credit_card,48,17,3,0.85,62,1,15,1,1
pay_001579,cust_85784,239.85,invalid_card,credit_card,7,9,1,0.9,14,1,10,3,0
pay_001580,cust_10098,222.37,insufficient_funds,upi,40,9,1,0.9,19,0,13,3,0
pay_001581,cust_33744,611.05,insufficient_funds,debit_card,52,11,2,0.85,1,0,19,3,1
pay_001582,cust_20352,1576.95,technical_error,credit_card,37,6,2,0.75,17,1,18,3,1
pay_001583,cust_12803,181.05,invalid_card,debit_card,23,3,0,1.0,17,1,19,3,0
pay_001584,cust_51188,531.81,invalid_card,debit_card,41,12,3,0.8,26,1,26,0,0
pay_001585,cust_75859,767.72,insufficient_funds,credit_card,8,11,0,1.0,36,1,24,0,1
pay_001586,cust_89103,999.96,insufficient_funds,upi,23,8,0,1.0,6,1,28,0,0
pay_001587,cust_94611,596.48,limit_exceeded,credit_card,20,13,3,0.81,10,1,15,0,1
pay_001588,cust_73322,346.4,invalid_card,bank_transfer,48,8,1,0.89,18,1,2,1,0
pay_001589,cust_11179,218.55,insufficient_funds,credit_card,11,17,0,1.0,10,1,5,0,1
pay_001590,cust_51881,544.98,insufficient_funds,debit_card,1,8,2,0.8,41,1,2,1,0
pay_001591,cust_79738,171.14,insufficient_funds,bank_transfer,49,10,2,0.83,139,0,28,3,0
pay_001592,cust_24193,26.93,insufficient_funds,upi,44,5,6,0.45,19,1,22,0,0
pay_001593,cust_55707,773.69,limit_exceeded,credit_card,5,13,3,0.81,12,1,9,1,0
pay_001594,cust_39183,1234.65,technical_error,debit_card,14,9,2,0.82,16,1,2,2,0
pay_001595,cust_78437,47.07,insufficient_funds,credit_card,7,6,0,1.0,5,1,4,1,1
pay_001596,cust_95453,182.16,insufficient_funds,debit_card,59,11,4,0.73,9,0,5,3,0
pay_001597,cust_59024,928.68,technical_error,upi,24,5,2,0.71,17,1,23,1,1
pay_001598,cust_98795,3913.17,insufficient_funds,debit_card,39,23,1,0.96,9,1,15,1,1
pay_001599,cust_37659,510.51,invalid_card,credit_card,4,7,0,1.0,54,1,19,0,0
pay_001600,cust_28493,241.44,invalid_card,debit_card,47,15,3,0.83,38,1,2,0,0
pay_001601,cust_16013,416.43,invalid_card,credit_card,27,18,3,0.86,4,1,3,2,0
pay_001602,cust_96592,1977.29,technical_error,credit_card,7,16,2,0.89,1,1,16,1,1
pay_001603,cust_78525,262.08,technical_error,debit_card,54,14,1,0.93,34,0,6,3,1
pay_001604,cust_57973,224.85,limit_exceeded,debit_card,24,15,2,0.88,34,1,7,2,0
pay_001605,cust_68891,308.54,insufficient_funds,debit_card,9,11,0,1.0,13,0,3,1,1
pay_001606,cust_89709,192.73,technical_error,credit_card,1,12,2,0.86,9,1,11,2,0
pay_001607,cust_28216,565.26,insufficient_funds,bank_transfer,34,7,2,0.78,11,0,23,3,0
pay_001608,cust_70563,2538.39,insufficient_funds,debit_card,40,17,1,0.94,59,1,28,0,0
pay_001609,cust_36960,690.69,insufficient_funds,credit_card,31,16,2,0.89,3,1,23,3,0
pay_001610,cust_92517,388.49,invalid_card,bank_transfer,39,8,1,0.89,11,1,10,2,0
pay_001611,cust_10717,373.45,insufficient_funds,upi,23,15,2,0.88,2,1,15,3,1
pay_001612,cust_69363,104.73,technical_error,credit_card,3,10,0,1.0,4,1,1,1,1
pay_001613,cust_53734,1209.2,invalid_card,debit_card,39,17,2,0.89,14,1,11,3,0
pay_001614,cust_40745,462.56,insufficient_funds,debit_card,20,13,2,0.87,3,1,4,0,0
pay_001615,cust_93417,417.43,technical_error,credit_card,58,8,1,0.89,17,1,18,3,1
pay_001616,cust_46567,12182.01,technical_error,credit_card,48,6,1,0.86,46,1,23,3,1
pay_001617,cust_64861,674.09,invalid_card,debit_card,26,14,2,0.88,9,0,28,2,0
pay_001618,cust_36485,235.76,insufficient_funds,credit_card,34,17,0,1.0,37,1,21,2,0
pay_001619,cust_84132,326.44,technical_error,upi,32,4,3,0.57,110,1,23,1,0
pay_001620,cust_43794,1576.64,technical_error,credit_card,33,14,2,0.88,30,1,27,3,1
pay_001621,cust_89701,559.97,insufficient_funds,bank_transfer,40,10,0,1.0,1,1,22,3,1
pay_001622,cust_86046,118.67,insufficient_funds,upi,5,5,1,0.83,52,0,24,0,0
pay_001623,cust_66622,1253.68,insufficient_funds,upi,10,14,3,0.82,88,1,25,2,0
pay_001624,cust_78502,256.33,technical_error,credit_card,36,4,3,0.57,5,1,5,2,0
pay_001625,cust_59417,3254.86,insufficient_funds,upi,30,6,1,0.86,2,1,1,3,1
pay_001626,cust_66094,1472.41,insufficient_funds,debit_card,9,12,0,1.0,40,0,23,1,1
pay_001627,cust_26842,319.67,technical_error,debit_card,46,14,0,1.0,2,1,8,0,1
pay_001628,cust_76631,1800.15,insufficient_funds,credit_card,32,11,2,0.85,4,0,17,3,0
pay_001629,cust_87561,535.11,limit_exceeded,upi,21,18,2,0.9,2,0,24,2,0
pay_001630,cust_56854,1173.07,insufficient_funds,credit_card,42,22,0,1.0,1,1,1,0,1
pay_001631,cust_63217,811.87,invalid_card,debit_card,50,16,2,0.89,42,1,2,0,1
pay_001632,cust_32884,214.49,insufficient_funds,upi,57,8,2,0.8,48,1,26,1,1
pay_001633,cust_56495,262.71,limit_exceeded,debit_card,26,13,2,0.87,11,1,24,0,0
pay_001634,cust_70290,1400.48,technical_error,credit_card,23,14,1,0.93,128,1,6,0,1
pay_001635,cust_95448,357.75,limit_exceeded,credit_card,9,8,1,0.89,3,1,29,2,0
pay_001636,cust_82183,333.94,invalid_card,debit_card,5,8,3,0.73,29,1,8,1,0
pay_001637,cust_31777,192.38,insufficient_funds,credit_card,55,18,1,0.95,23,0,13,2,0
pay_001638,cust_81992,763.72,insufficient_funds,credit_card,8,13,2,0.87,2,1,24,1,0
pay_001639,cust_55538,3932.9,insufficient_funds,credit_card,44,16,1,0.94,7,1,21,1,1
pay_001640,cust_54872,171.93,invalid_card,upi,52,19,1,0.95,2,1,4,1,1
pay_001641,cust_31150,512.26,limit_exceeded,credit_card,56,3,1,0.75,2,1,5,0,0
pay_001642,cust_66715,2052.53,insufficient_funds,bank_transfer,55,11,0,1.0,7,1,3,2,1
pay_001643,cust_41673,461.72,technical_error,debit_card,51,19,3,0.86,3,0,11,1,1
pay_001644,cust_28573,786.02,limit_exceeded,upi,46,19,2,0.9,1,1,29,0,1
pay_001645,cust_15627,172.81,insufficient_funds,credit_card,43,10,5,0.67,12,0,23,0,0
pay_001646,cust_41132,767.33,technical_error,bank_transfer,11,2,1,0.67,16,0,4,3,1
pay_001647,cust_89155,414.66,insufficient_funds,credit_card,56,9,3,0.75,18,1,10,3,0
pay_001648,cust_53076,1339.88,technical_error,credit_card,36,12,1,0.92,32,1,21,2,0
pay_001649,cust_89752,1639.25,insufficient_funds,credit_card,18,7,2,0.78,18,1,25,2,0
pay_001650,cust_48100,6661.98,insufficient_funds,credit_card,31,5,1,0.83,20,1,23,2,0
pay_001651,cust_31377,892.69,insufficient_funds,debit_card,41,18,3,0.86,2,1,20,1,0
pay_001652,cust_14890,692.57,limit_exceeded,upi,8,10,3,0.77,6,0,10,0,0
pay_001653,cust_85653,607.28,technical_error,credit_card,36,4,0,1.0,2,1,16,0,1
pay_001654,cust_53321,351.23,insufficient_funds,upi,51,8,0,1.0,45,0,23,3,0
pay_001655,cust_62456,701.41,limit_exceeded,upi,19,7,2,0.78,41,1,20,2,0
pay_001656,cust_69988,372.12,invalid_card,bank_transfer,22,10,2,0.83,37,0,19,2,0
pay_001657,cust_17277,591.74,technical_error,credit_card,2,8,1,0.89,30,0,1,0,1
pay_001658,cust_89648,1867.22,insufficient_funds,credit_card,11,1,0,1.0,8,1,23,2,1
pay_001659,cust_39128,182.74,insufficient_funds,credit_card,3,6,4,0.6,1,0,26,1,0
pay_001660,cust_70621,1563.19,invalid_card,credit_card,33,7,0,1.0,20,1,8,0,1
pay_001661,cust_38685,1866.32,insufficient_funds,debit_card,10,18,1,0.95,2,0,29,3,0
pay_001662,cust_16469,444.32,insufficient_funds,debit_card,53,4,0,1.0,32,1,4,3,1
pay_001663,cust_52159,59.9,insufficient_funds,credit_card,45,17,0,1.0,39,1,3,3,1
pay_001664,cust_36256,272.27,insufficient_funds,debit_card,3,8,0,1.0,25,1,14,2,0
pay_001665,cust_72818,1829.14,insufficient_funds,credit_card,59,10,0,1.0,14,0,11,3,1
pay_001666,cust_56194,488.7,limit_exceeded,credit_card,39,10,0,1.0,40,0,22,2,0
pay_001667,cust_77326,184.07,insufficient_funds,credit_card,57,14,2,0.88,72,1,14,0,1
pay_001668,cust_75248,301.82,insufficient_funds,debit_card,37,14,1,0.93,14,1,6,2,1
pay_001669,cust_86864,1158.9,invalid_card,debit_card,34,11,4,0.73,21,1,18,3,0
pay_001670,cust_29439,863.8,invalid_card,upi,50,10,1,0.91,17,1,2,1,0
pay_001671,cust_97022,393.73,technical_error,bank_transfer,28,13,3,0.81,27,0,19,2,1
pay_001672,cust_74361,346.47,technical_error,upi,14,3,1,0.75,21,1,26,0,1
pay_001673,cust_60411,337.93,insufficient_funds,credit_card,52,5,3,0.62,1,0,6,0,0
pay_001674,cust_65490,198.78,insufficient_funds,credit_card,58,8,0,1.0,10,1,3,3,1
pay_001675,cust_73486,2514.89,technical_error,bank_transfer,28,13,1,0.93,5,1,14,0,1
pay_001676,cust_45453,362.23,limit_exceeded,upi,30,7,1,0.88,31,1,20,2,0
pay_001677,cust_29598,1688.79,invalid_card,upi,30,7,1,0.88,12,1,3,0,1
pay_001678,cust_56474,2289.12,insufficient_funds,upi,57,15,1,0.94,50,0,28,1,0
pay_001679,cust_64540,1356.85,insufficient_funds,credit_card,27,10,0,1.0,1,0,4,3,1
pay_001680,cust_70638,324.73,insufficient_funds,upi,2,13,2,0.87,168,0,16,0,0
pay_001681,cust_67860,748.7,technical_error,credit_card,37,4,1,0.8,2,1,14,3,1
pay_001682,cust_21234,488.05,insufficient_funds,credit_card,13,26,0,1.0,42,1,13,3,1
pay_001683,cust_28503,202.53,insufficient_funds,credit_card,39,6,3,0.67,33,0,23,0,0
pay_001684,cust_85379,691.57,insufficient_funds,debit_card,42,15,3,0.83,17,1,19,2,0
pay_001685,cust_38559,153.79,insufficient_funds,debit_card,28,20,0,1.0,20,1,10,0,1
pay_001686,cust_55671,1639.73,insufficient_funds,debit_card,20,6,1,0.86,20,0,14,2,1
pay_001687,cust_54667,314.19,insufficient_funds,debit_card,39,18,1,0.95,13,0,6,2,0
pay_001688,cust_61229,611.41,technical_error,debit_card,55,5,2,0.71,29,1,13,0,1
pay_001689,cust_51131,663.74,insufficient_funds,credit_card,50,12,0,1.0,14,1,13,1,1
pay_001690,cust_40713,385.95,invalid_card,debit_card,18,4,2,0.67,3,0,14,2,0
pay_001691,cust_64536,899.02,insufficient_funds,upi,34,11,4,0.73,2,0,8,2,0
pay_001692,cust_61666,310.97,insufficient_funds,debit_card,57,19,1,0.95,50,1,1,1,1
pay_001693,cust_82466,1195.0,invalid_card,debit_card,48,22,3,0.88,18,1,21,2,1
pay_001694,cust_36513,130.14,insufficient_funds,debit_card,45,21,1,0.95,29,0,21,3,1
pay_001695,cust_52296,567.36,technical_error,credit_card,17,15,2,0.88,50,0,14,0,0
pay_001696,cust_24484,3475.65,invalid_card,debit_card,38,26,1,0.96,12,1,2,1,0
pay_001697,cust_43029,183.88,technical_error,credit_card,23,13,1,0.93,11,1,14,3,1
pay_001698,cust_84179,253.88,insufficient_funds,debit_card,31,6,4,0.6,8,1,3,3,0
pay_001699,cust_84130,835.91,insufficient_funds,debit_card,9,9,3,0.75,9,1,3,2,0
pay_001700,cust_78980,598.36,invalid_card,credit_card,35,9,0,1.0,14,0,10,0,0
pay_001701,cust_56890,709.98,insufficient_funds,debit_card,25,14,1,0.93,20,1,23,3,1
pay_001702,cust_64640,815.49,insufficient_funds,upi,39,10,1,0.91,27,0,16,3,1
pay_001703,cust_82632,943.25,invalid_card,credit_card,30,9,0,1.0,28,1,11,3,0
pay_001704,cust_53674,1516.72,insufficient_funds,bank_transfer,5,2,1,0.67,43,0,27,2,1
pay_001705,cust_89759,753.27,insufficient_funds,bank_transfer,28,9,1,0.9,42,1,8,1,1
pay_001706,cust_29615,392.82,invalid_card,upi,53,13,1,0.93,74,1,6,0,0
pay_001707,cust_88778,979.64,limit_exceeded,upi,7,9,1,0.9,146,1,17,1,1
pay_001708,cust_17942,3342.55,technical_error,debit_card,42,22,1,0.96,46,0,22,2,1
pay_001709,cust_11890,437.89,insufficient_funds,debit_card,54,16,2,0.89,34,1,16,2,0
pay_001710,cust_20660,188.68,invalid_card,bank_transfer,56,6,2,0.75,36,1,3,1,1
pay_001711,cust_97351,1512.76,insufficient_funds,credit_card,42,7,2,0.78,10,1,20,1,0
pay_001712,cust_80265,443.29,insufficient_funds,credit_card,42,9,1,0.9,71,0,13,0,0
pay_001713,cust_86276,56.94,technical_error,credit_card,57,24,2,0.92,22,1,5,3,1
pay_001714,cust_62602,1166.81,insufficient_funds,upi,38,21,3,0.88,17,0,14,1,0
pay_001715,cust_69751,292.74,insufficient_funds,credit_card,19,11,1,0.92,132,1,22,2,0
pay_001716,cust_74636,456.72,limit_exceeded,credit_card,25,4,0,1.0,4,0,11,3,1
pay_001717,cust_20615,696.86,technical_error,upi,18,12,0,1.0,30,0,18,0,1
pay_001718,cust_68266,604.93,technical_error,debit_card,53,6,0,1.0,40,1,26,2,1
pay_001719,cust_18628,1016.44,technical_error,debit_card,47,7,2,0.78,7,1,5,0,1
pay_001720,cust_70935,323.47,technical_error,credit_card,26,16,2,0.89,47,1,22,2,1
pay_001721,cust_24939,835.24,insufficient_funds,credit_card,45,16,0,1.0,14,1,18,0,1
pay_001722,cust_22478,385.7,invalid_card,credit_card,20,15,2,0.88,4,1,24,2,0
pay_001723,cust_50145,1046.72,insufficient_funds,debit_card,2,10,2,0.83,4,0,18,3,0
pay_001724,cust_62863,925.17,insufficient_funds,upi,30,14,1,0.93,49,1,27,1,1
pay_001725,cust_69870,196.21,technical_error,upi,22,20,2,0.91,117,0,1,1,1
