payment_id,customer_id,payment_amount,failure_reason,payment_method,customer_tenure_months,past_successful_payments,past_failed_payments,historical_success_rate,time_since_last_success_days,is_subscription,days_overdue,recovery_attempts_so_far,recovered,recovery_probability,expected_recovery,priority,recommended_action,simulated_action,action_effectiveness,action_cost,effective_recovery_probability,simulated_recovered,simulated_recovered_revenue,net_recovered_revenue
pay_003694,cust_73141,1439.39,limit_exceeded,debit_card,27,9,3,0.75,6,0,4,2,0,0.1386786332277573,199.6126378817017,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1386786332277573,0,0.0,-50.0
pay_003695,cust_44188,1196.08,invalid_card,upi,25,11,3,0.79,1,0,16,3,0,0.0122168002203178,14.612270407517814,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_003696,cust_93211,364.86,technical_error,debit_card,10,18,1,0.95,11,1,25,2,1,0.7393277309945578,269.75111593067436,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7393277309945578,1,364.86,314.86
pay_003697,cust_91164,282.27,technical_error,credit_card,25,6,2,0.75,21,1,9,2,1,0.8055215810184969,227.37457667409112,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8055215810184969,1,282.27,232.26999999999998
pay_003698,cust_42506,697.3,invalid_card,debit_card,32,8,2,0.8,30,1,17,0,0,0.1435907272680381,100.125814124003,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1435907272680381,1,697.3,647.3
pay_003699,cust_93075,1271.22,insufficient_funds,credit_card,42,10,3,0.77,4,1,26,0,0,0.3715034526916683,472.26261913070255,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.3715034526916683,1,1271.22,1221.22
pay_003700,cust_25059,400.17,insufficient_funds,credit_card,56,8,1,0.89,30,1,2,0,1,0.9071131382091338,362.9994645171491,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.9071131382091338,1,400.17,350.17
pay_003701,cust_79293,1450.67,invalid_card,credit_card,26,21,4,0.84,54,1,13,3,0,0.027814208708366,40.34923814696537,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_003702,cust_35371,2137.14,insufficient_funds,credit_card,4,13,2,0.87,2,0,3,2,1,0.2605849809551552,556.9065861985005,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2605849809551552,1,2137.14,2087.14
pay_003703,cust_63708,199.99,insufficient_funds,credit_card,9,4,0,1.0,37,0,1,0,1,0.7286735151346504,145.72741629177875,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7286735151346504,1,199.99,149.99
pay_003704,cust_30806,216.52,insufficient_funds,upi,27,15,0,1.0,9,0,2,2,0,0.6310703657968458,136.63935560233307,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.6310703657968458,0,0.0,-50.0
pay_003705,cust_79638,434.52,technical_error,upi,9,13,1,0.93,2,1,15,1,1,0.8864875931109963,385.1965889585901,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8864875931109963,1,434.52,384.52
pay_003706,cust_24807,680.09,limit_exceeded,credit_card,44,13,0,1.0,4,1,17,3,0,0.4196781911374419,285.4189410106629,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4196781911374419,1,680.09,630.09
pay_003707,cust_13680,295.91,insufficient_funds,debit_card,26,8,2,0.8,3,1,1,3,0,0.4156405790439699,122.99220374490116,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4156405790439699,1,295.91,245.91000000000003
pay_003708,cust_32735,1932.97,invalid_card,debit_card,11,8,2,0.8,1,0,7,2,0,0.0353268029940258,68.28565038336218,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_003709,cust_20054,764.08,technical_error,credit_card,53,9,0,1.0,24,0,11,1,1,0.9551888950286332,729.8407309134782,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.9551888950286332,1,764.08,714.08
pay_003710,cust_22483,520.12,insufficient_funds,credit_card,38,8,0,1.0,17,1,10,2,1,0.7296371149349054,379.498856219943,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7296371149349054,0,0.0,-50.0
pay_003711,cust_46315,118.95,insufficient_funds,credit_card,32,20,1,0.95,12,0,1,0,1,0.7859035388103477,93.48322594149086,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7859035388103477,0,0.0,-50.0
pay_003712,cust_23270,134.13,insufficient_funds,upi,59,19,0,1.0,30,1,10,2,1,0.8256688817866571,110.74696711404432,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8256688817866571,1,134.13,84.13
pay_003713,cust_64771,662.23,technical_error,upi,30,13,2,0.87,27,1,27,2,1,0.6795774974901709,450.0366061629159,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.6795774974901709,0,0.0,-50.0
pay_003714,cust_53599,59.26,insufficient_funds,debit_card,39,13,3,0.81,2,1,15,0,1,0.571361005049589,33.85885315923864,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.571361005049589,0,0.0,-50.0
pay_003715,cust_37668,1376.43,insufficient_funds,upi,9,6,0,1.0,65,1,21,3,0,0.2558674457785551,352.1836283929767,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2558674457785551,0,0.0,-50.0
pay_003716,cust_52027,426.86,insufficient_funds,debit_card,11,6,2,0.75,37,0,29,2,0,0.0427130070136461,18.232474173844995,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_003717,cust_23945,12806.41,technical_error,credit_card,23,24,3,0.89,3,1,17,2,1,0.7927976597818266,10152.89187820658,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7927976597818266,1,12806.41,12756.41
pay_003718,cust_60219,5026.73,limit_exceeded,upi,17,23,2,0.92,1,0,12,1,0,0.23993036534638,1206.0651653976086,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.23993036534638,0,0.0,-50.0
pay_003719,cust_75953,417.03,insufficient_funds,credit_card,32,11,1,0.92,8,1,22,0,1,0.6294528514721547,262.50072264943265,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.6294528514721547,0,0.0,-50.0
pay_003720,cust_22080,449.56,limit_exceeded,upi,11,6,1,0.86,36,1,25,2,1,0.1140199001760842,51.25878632316043,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1140199001760842,0,0.0,-50.0
pay_003721,cust_27368,1353.15,insufficient_funds,debit_card,57,9,1,0.9,48,1,26,3,0,0.3265705634166385,441.8989578872244,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.3265705634166385,0,0.0,-50.0
pay_003722,cust_53090,2745.67,insufficient_funds,debit_card,22,17,3,0.85,12,1,27,1,1,0.2236213686273143,613.9904831989581,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2236213686273143,0,0.0,-50.0
pay_003723,cust_98142,97.18,limit_exceeded,debit_card,50,15,3,0.83,112,1,28,3,0,0.0733795625475327,7.1310258883692335,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.0733795625475327,0,0.0,-50.0
pay_003724,cust_56827,83.78,invalid_card,upi,58,8,1,0.89,10,0,29,2,0,0.0420482938886923,3.5228060619946486,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_003725,cust_27048,268.43,insufficient_funds,credit_card,32,2,0,1.0,19,1,7,0,1,0.8765252297453249,235.28566742053755,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8765252297453249,1,268.43,218.43
pay_003726,cust_81662,895.47,insufficient_funds,credit_card,9,23,2,0.92,1,1,15,2,0,0.3288409524551676,294.46720769502895,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.3288409524551676,0,0.0,-50.0
pay_003727,cust_13346,821.79,technical_error,upi,17,17,0,1.0,82,1,7,0,1,0.9742211934116616,800.6052345337692,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.9742211934116616,1,821.79,771.79
pay_003728,cust_35981,1457.36,technical_error,upi,53,20,2,0.91,80,0,13,2,1,0.8227221683965326,1199.0023793343703,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8227221683965326,1,1457.36,1407.36
pay_003729,cust_22058,150.64,technical_error,upi,25,19,3,0.86,36,1,6,1,1,0.901114632350368,135.74390821725945,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.901114632350368,1,150.64,100.63999999999999
pay_003730,cust_89557,49.33,invalid_card,debit_card,16,7,0,1.0,85,1,17,2,0,0.1090548108938698,5.379673821394601,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1090548108938698,0,0.0,-50.0
pay_003731,cust_99175,1179.24,technical_error,debit_card,46,4,1,0.8,56,1,14,2,1,0.8792747849095973,1036.8759973567935,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8792747849095973,0,0.0,-50.0
pay_003732,cust_26655,218.42,invalid_card,debit_card,33,8,0,1.0,19,0,23,1,0,0.0989110825823929,21.604158657646277,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.0989110825823929,0,0.0,-50.0
pay_003733,cust_14681,66.43,invalid_card,credit_card,2,12,1,0.92,39,0,15,2,1,0.029319353023042,1.9476846213206815,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_003734,cust_33649,578.06,technical_error,upi,43,19,2,0.9,6,1,26,2,1,0.790581510972541,457.003548232787,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.790581510972541,1,578.06,528.06
pay_003735,cust_52621,1105.2,insufficient_funds,upi,39,8,0,1.0,3,1,24,3,1,0.4080647497873372,450.9931614649651,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4080647497873372,1,1105.2,1055.2
pay_003736,cust_71278,442.55,insufficient_funds,bank_transfer,42,3,1,0.75,36,0,13,1,0,0.3540074160976493,156.66598199401471,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.3540074160976493,0,0.0,-50.0
pay_003737,cust_25064,316.32,insufficient_funds,debit_card,12,7,4,0.64,23,1,19,3,0,0.0468075311753371,14.806158261382652,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_003738,cust_31610,426.34,invalid_card,debit_card,43,7,1,0.88,4,0,29,3,0,0.0185395448661769,7.9041495582459005,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_003739,cust_86362,345.17,insufficient_funds,upi,34,12,1,0.92,93,1,28,0,0,0.4940954919850743,170.54694096848812,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4940954919850743,0,0.0,-50.0
pay_003740,cust_27874,129.87,insufficient_funds,upi,25,1,0,1.0,10,1,1,1,1,0.8452137931241333,109.7679153130312,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8452137931241333,1,129.87,79.87
pay_003741,cust_88365,244.67,insufficient_funds,upi,14,12,1,0.92,54,1,21,2,1,0.2820506088131762,69.00932245831983,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2820506088131762,1,244.67,194.67
pay_003742,cust_63022,842.09,insufficient_funds,debit_card,9,2,1,0.67,13,1,7,1,0,0.4138328392971428,348.484495643731,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4138328392971428,1,842.09,792.09
pay_003743,cust_39698,689.72,technical_error,upi,59,11,5,0.69,106,0,19,2,0,0.3958857940182437,273.05034985026305,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.3958857940182437,0,0.0,-50.0
pay_003744,cust_71247,591.5,insufficient_funds,credit_card,30,2,0,1.0,5,1,11,0,1,0.8432139511192625,498.76105208704377,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8432139511192625,1,591.5,541.5
pay_003745,cust_90521,184.83,insufficient_funds,debit_card,12,8,0,1.0,38,1,3,1,0,0.7814526644188426,144.4358959645347,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7814526644188426,1,184.83,134.83
pay_003746,cust_53275,417.01,invalid_card,credit_card,10,9,1,0.9,124,1,18,2,0,0.0472763002428125,19.71468996425527,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_003747,cust_97793,56.69,technical_error,upi,24,10,2,0.83,1,1,23,1,0,0.7795467667936383,44.19250620953135,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7795467667936383,1,56.69,6.689999999999998
pay_003748,cust_89913,597.7,insufficient_funds,debit_card,34,16,2,0.89,131,0,17,2,0,0.189421019825553,113.21694354973307,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.189421019825553,0,0.0,-50.0
pay_003749,cust_22384,2086.96,insufficient_funds,credit_card,12,17,1,0.94,77,1,4,3,0,0.4370368417219474,912.0784072000356,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4370368417219474,1,2086.96,2036.96
pay_003750,cust_15026,114.49,limit_exceeded,debit_card,26,7,4,0.64,54,0,15,2,0,0.0335598896747576,3.842271768863007,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_003751,cust_57844,278.29,insufficient_funds,credit_card,32,7,5,0.58,15,1,25,3,0,0.0322243429247443,8.96771239252711,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_003752,cust_97209,694.86,limit_exceeded,credit_card,35,17,1,0.94,84,1,25,2,0,0.2279518926913867,158.394652155537,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2279518926913867,0,0.0,-50.0
pay_003753,cust_86863,1750.14,insufficient_funds,credit_card,13,7,2,0.78,23,1,17,3,0,0.1371162508919765,239.97263533608375,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1371162508919765,0,0.0,-50.0
pay_003754,cust_25683,319.38,insufficient_funds,debit_card,19,16,1,0.94,5,1,24,2,0,0.3171281063259804,101.2843745983916,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.3171281063259804,0,0.0,-50.0
pay_003755,cust_67762,250.22,insufficient_funds,credit_card,56,7,0,1.0,4,1,16,0,1,0.8838008025182469,221.14463680611573,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8838008025182469,1,250.22,200.22
pay_003756,cust_60848,69.8,insufficient_funds,credit_card,13,14,3,0.82,9,1,24,0,1,0.2796413791524689,19.518968264842332,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2796413791524689,0,0.0,-50.0
pay_003757,cust_49318,554.49,technical_error,credit_card,56,16,1,0.94,81,1,5,0,1,0.9858784792561482,546.6597579627417,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.9858784792561482,1,554.49,504.49
pay_003758,cust_17115,3853.3,limit_exceeded,credit_card,22,15,2,0.88,1,1,27,0,0,0.2781101085773362,1071.6416813810497,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2781101085773362,0,0.0,-50.0
pay_003759,cust_97387,659.82,limit_exceeded,credit_card,48,25,0,1.0,31,0,11,1,1,0.600545733405687,396.2520858157404,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.600545733405687,0,0.0,-50.0
pay_003760,cust_38431,488.98,technical_error,debit_card,23,1,4,0.2,2,0,26,3,0,0.0368144672663128,18.001538203881655,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_003761,cust_11019,690.0,technical_error,debit_card,1,16,2,0.89,27,1,24,2,1,0.5889166885656778,406.3525151103177,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.5889166885656778,0,0.0,-50.0
pay_003762,cust_70021,494.48,invalid_card,bank_transfer,8,15,0,1.0,27,1,14,2,0,0.1232680532107016,60.95358695162773,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1232680532107016,0,0.0,-50.0
pay_003763,cust_68475,221.76,technical_error,credit_card,45,15,0,1.0,9,1,23,0,1,0.9681247137391152,214.6913365187862,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.9681247137391152,1,221.76,171.76
pay_003764,cust_68779,1138.98,insufficient_funds,upi,39,9,1,0.9,9,0,26,3,0,0.1312147974729717,149.4510300257654,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1312147974729717,0,0.0,-50.0
pay_003765,cust_56320,626.64,insufficient_funds,credit_card,53,4,1,0.8,33,1,8,2,0,0.6270082684293423,392.9084613285631,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.6270082684293423,1,626.64,576.64
pay_003766,cust_91836,508.88,invalid_card,credit_card,53,10,1,0.91,56,0,19,2,0,0.0694188999366948,35.32588979978528,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.0694188999366948,0,0.0,-50.0
pay_003767,cust_94076,188.53,technical_error,credit_card,34,20,3,0.87,3,0,13,1,1,0.7881633237096273,148.59243141897602,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7881633237096273,1,188.53,138.53
pay_003768,cust_47843,1841.1,invalid_card,credit_card,13,13,2,0.87,53,1,21,1,0,0.0569038990849578,104.76576860531588,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.0569038990849578,0,0.0,-50.0
pay_003769,cust_73391,971.96,technical_error,debit_card,44,18,3,0.86,1,1,12,3,0,0.8052475846940685,782.6684424192468,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8052475846940685,1,971.96,921.96
pay_003770,cust_11161,287.63,insufficient_funds,upi,49,11,0,1.0,10,1,15,1,1,0.8092092759918177,232.7528640535265,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8092092759918177,1,287.63,237.63
pay_003771,cust_39815,1361.62,technical_error,upi,41,9,2,0.82,31,0,28,2,1,0.497105865444148,676.8692885060607,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.497105865444148,0,0.0,-50.0
pay_003772,cust_76779,304.0,limit_exceeded,bank_transfer,10,8,2,0.8,42,1,9,0,0,0.3643092626441326,110.75001584381631,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.3643092626441326,0,0.0,-50.0
pay_003773,cust_45743,228.74,insufficient_funds,upi,3,7,1,0.88,6,0,20,2,0,0.1222878297320598,27.972118172911365,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1222878297320598,0,0.0,-50.0
pay_003774,cust_58543,233.9,limit_exceeded,debit_card,28,8,2,0.8,28,1,15,2,0,0.2008167371072971,46.971034809396805,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2008167371072971,0,0.0,-50.0
pay_003775,cust_33210,85.08,invalid_card,debit_card,27,11,2,0.85,31,0,11,0,0,0.106852898311388,9.091044588332892,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.106852898311388,0,0.0,-50.0
pay_003776,cust_72876,801.23,invalid_card,upi,21,11,3,0.79,2,0,17,0,0,0.0430115660720943,34.46215708394418,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_003777,cust_52894,80.12,technical_error,upi,11,27,2,0.93,36,0,27,1,0,0.5663640166476801,45.377085013812135,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.5663640166476801,0,0.0,-50.0
pay_003778,cust_72538,146.37,insufficient_funds,credit_card,24,24,0,1.0,33,1,6,3,1,0.6279561817061348,91.91394631632694,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.6279561817061348,1,146.37,96.37
pay_003779,cust_58503,62.74,insufficient_funds,debit_card,12,7,1,0.88,2,1,22,0,0,0.4781444931185107,29.99878549825537,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4781444931185107,0,0.0,-50.0
pay_003780,cust_61608,458.77,invalid_card,debit_card,7,11,1,0.92,6,1,14,3,0,0.0510262166194668,23.40929739851282,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.0510262166194668,0,0.0,-50.0
pay_003781,cust_24306,430.22,insufficient_funds,debit_card,55,19,0,1.0,5,0,25,2,0,0.4439995916422014,191.01750431630788,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4439995916422014,1,430.22,380.22
pay_003782,cust_62403,360.65,insufficient_funds,upi,42,5,1,0.83,13,1,22,2,0,0.3658310663455842,131.93697407753493,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.3658310663455842,0,0.0,-50.0
pay_003783,cust_98182,176.27,insufficient_funds,debit_card,32,10,2,0.83,33,0,9,3,0,0.1870586246389689,32.97282376511105,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1870586246389689,0,0.0,-50.0
pay_003784,cust_36798,154.84,limit_exceeded,bank_transfer,10,8,0,1.0,7,1,7,2,1,0.4701989205486779,72.80560085775728,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4701989205486779,1,154.84,104.84
pay_003785,cust_69073,795.51,insufficient_funds,upi,28,5,0,1.0,12,1,24,0,1,0.6834125958902586,543.6615541566596,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.6834125958902586,1,795.51,745.51
pay_003786,cust_67145,288.32,insufficient_funds,credit_card,26,12,0,1.0,4,1,3,2,1,0.7730199037936093,222.87709866177343,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7730199037936093,0,0.0,-50.0
pay_003787,cust_91468,686.06,limit_exceeded,credit_card,29,4,2,0.67,58,0,2,1,1,0.2141903741701192,146.947448103152,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2141903741701192,0,0.0,-50.0
pay_003788,cust_85101,206.31,limit_exceeded,credit_card,27,13,1,0.93,15,1,2,3,0,0.4291217530644071,88.53210887471782,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4291217530644071,1,206.31,156.31
pay_003789,cust_22185,599.25,technical_error,upi,52,10,1,0.91,1,0,14,3,1,0.7923149474770204,474.7947322756045,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7923149474770204,1,599.25,549.25
pay_003790,cust_87738,1840.67,invalid_card,credit_card,10,6,1,0.86,6,1,27,1,0,0.0490321414762934,90.25199185116898,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_003791,cust_99569,898.54,insufficient_funds,debit_card,4,20,2,0.91,60,0,7,2,0,0.2210945698725865,198.66231481331388,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2210945698725865,0,0.0,-50.0
pay_003792,cust_33571,331.03,insufficient_funds,debit_card,42,13,0,1.0,2,1,15,3,0,0.5908145393968273,195.5773369765317,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.5908145393968273,1,331.03,281.03
pay_003793,cust_88134,646.65,insufficient_funds,upi,22,16,3,0.84,29,1,8,0,0,0.5902022297065737,381.65427183975584,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.5902022297065737,1,646.65,596.65
pay_003794,cust_55596,393.05,technical_error,credit_card,10,13,0,1.0,8,1,23,3,1,0.7463831441136368,293.365894793865,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7463831441136368,1,393.05,343.05
pay_003795,cust_46706,503.96,insufficient_funds,credit_card,4,20,1,0.95,19,1,6,3,1,0.3984175992320395,200.78653330897865,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.3984175992320395,0,0.0,-50.0
pay_003796,cust_31337,361.04,invalid_card,credit_card,7,13,1,0.93,90,1,13,0,1,0.1729636453747859,62.446794526112726,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1729636453747859,0,0.0,-50.0
pay_003797,cust_59620,424.23,insufficient_funds,debit_card,50,3,3,0.5,20,1,9,1,0,0.3549967956624254,150.60029062387073,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.3549967956624254,0,0.0,-50.0
pay_003798,cust_24013,618.13,insufficient_funds,credit_card,23,6,3,0.67,11,0,8,0,0,0.2808314494369137,173.5903438404395,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2808314494369137,0,0.0,-50.0
pay_003799,cust_24623,185.17,invalid_card,upi,3,6,4,0.6,1,1,29,3,0,0.0026085310421584,0.4830216930764764,LOW,Manual Review / Stop Automatic Retry,Do Nothing,0.0,0.0,0.0,0,0.0,0.0
pay_003800,cust_63091,181.04,technical_error,credit_card,24,5,0,1.0,61,0,16,3,1,0.7132038891641851,129.11843209428406,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.7132038891641851,1,181.04,131.04
pay_003801,cust_88741,124.72,insufficient_funds,debit_card,47,25,1,0.96,46,1,27,2,1,0.440430759093445,54.930524274134456,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.440430759093445,1,124.72,74.72
pay_003802,cust_36154,100.92,insufficient_funds,bank_transfer,37,13,1,0.93,24,0,27,1,0,0.2694097134030692,27.188828276637743,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2694097134030692,1,100.92,50.92
pay_003803,cust_29167,148.02,insufficient_funds,debit_card,30,9,1,0.9,6,1,17,0,1,0.6805588896415659,100.73632684474458,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.6805588896415659,1,148.02,98.02000000000001
pay_003804,cust_48103,586.44,insufficient_funds,credit_card,41,8,3,0.73,26,0,8,0,0,0.4171035793690248,244.60622308517097,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4171035793690248,1,586.44,536.44
pay_003805,cust_75373,204.76,invalid_card,upi,52,13,1,0.93,64,1,17,3,0,0.1050116753160636,21.502190637717185,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1050116753160636,1,204.76,154.76
pay_003806,cust_69942,835.66,insufficient_funds,credit_card,12,5,0,1.0,44,1,3,0,1,0.8468761671378147,707.7005378303862,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.8468761671378147,1,835.66,785.66
pay_003807,cust_51992,517.66,insufficient_funds,credit_card,21,8,1,0.89,88,0,8,2,0,0.2955264221593385,152.98220769500315,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.2955264221593385,0,0.0,-50.0
pay_003808,cust_15829,69.83,technical_error,credit_card,48,6,1,0.86,35,1,19,1,1,0.9170544650329038,64.03791329324767,HIGH,Retry Payment,Retry Payment,1.0,50.0,0.9170544650329038,1,69.83,19.83
pay_003809,cust_77391,962.55,invalid_card,credit_card,43,15,1,0.94,19,1,10,3,0,0.1515629109301018,145.8868799157695,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.1515629109301018,0,0.0,-50.0
pay_003810,cust_33243,1124.85,insufficient_funds,debit_card,17,4,1,0.8,5,1,22,0,0,0.4437085467128403,499.1055587699384,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.4437085467128403,0,0.0,-50.0
pay_003811,cust_79522,185.07,insufficient_funds,debit_card,3,5,1,0.83,1,1,8,2,0,0.3732497254698922,69.07732669271294,MEDIUM,Payment Method Reminder,Retry Payment,1.0,50.0,0.3732497254698922,0,0.0,-50.0
pay_003812,cust_74246,761.13,insufficient_funds,debit_card,15,9,2,0.82,2,0,22,3,0,0.0624723996150965,47.54961751903841,LOW,Manual Review / Stop Automatic Retry,Retry Payment,1.0,50.0,0.0624723996150965,0,0.0,-50.0
